Product name,ReviewText,Rating,Source,Country
Angel,This perfume is my all time favorite!  It goes on intense but after a few minutes the sweet and mildy musky scents work so well together- it's a match made in heaven!  I receive compliments every single day with this perfume and the staying power is amazing!!,5,Sephora,us
Angel,"This sent is heavy, sexy, and irresistible. I got this as a Christmas gift and as a younger woman (17) i thought that this wouldn't suit me. I felt that younger girls should wear younger scents, but i have never really liked floral or sweet scents. But when i tried this i felt confident and powerful. I swear people take me more seriously when i wear this! i'm always getting comments about how good i smell! Your personal chemistry matters too, for i find that ,while delicious smelling on me, it smelt bad on some friends. definitely a signature scent for all ages!",5,Sephora,us
Angel,"I love Mugler scents in general, my favorite being Alien. I feel like Angel is my second favorite Mugler fragrance after Alien. It is a very complex fragrance, and admittedly not for everyone, but I love it! Angel is very powerful, so you don’t need much at all, and it lasts! It is also really lovely to layer Angel and Alien together, which makes an incredible scent.",4,Sephora,us
Angel,"Love this perfume, it been my favorite going on 10 years! I always get stopped w people asking me what I’m wearing bc I smell so good. The fragrance lasts all day too which is fantastic",5,Sephora,us
Angel,"Be warned, the scent of this changes over time.It goes from smelling complex and warm to reminiscent of a dated, cheap perfume.The top notes of honey, chocolate, and caramel are amazing, but they only last for an hour or so. After they wear off, the only note left is patchouli, and it's so strong that it burns my nose.",1,Sephora,us
Angel,"Omg I love this perfume. This is my first time trying it and I'm in love. It definitely gives me fall and winter vibes. leather boots, leather jacket and scarfs. Christmas winter coats and snow. It makes me feel warm and sexy and it sort of brings me back to childhood memories. I can't pinpoint where I know this scent but it's bringing me back. Yup! I'm in love.",5,Sephora,us
Angel,"A must have in my collection. It turns into the most intoxicating woody vanilla on my skin. I will never get tired of it. I also prefer the Perfume over the Toilette, the Toilette version’s Pachouli is just too much for my sensitive nose.",5,Sephora,us
Angel,This is a scent you either love or hate!  I've been wearing it for over 20 years and never get tired of it.  It's very sweet and musky and works so well with my body chemistry.  It's quite strong so one spray on my neck and one on my wrist lasts until the next day.  There are very few perfumes that don't bother my sinuses or give me headaches and this is one of them!,5,Sephora,us
Angel,I've been trying to figure out what parfum this is forever my aunt wore this all the time when I was a pre teen and teen back in the early 90's and I absolutely loved it. she used to spray just a pinch on me always saying how expensive it was.Now I'm scrolling perfumes for a bday gift to myself and come across this!!!!! Now it's a toss up between this and Jo Malone fresh pears and freesia! may just get  both,5,Sephora,us
Angel,"OMG this is worst perfume ever. Why anyone will wanting to smell that bad i don't understand. When i got a sample and sprayed at home i almost broke my legs to run and try to rub it out of my skin, and oh dear - it's NOT come off. It's so so powerful and gives me nausea.",1,Sephora,us
Angel,This fragrance got me in so much good trouble in my younger years.... i hope my husband likes it today cause im ordering it,5,Sephora,us
Angel,Mugler's perfumes are so addictive. I tried this out as a sample (I got several just to make sure I'd like it since it's so different) and I'm saving up for the full sized bottle. It starts off smelling like patchouli and then after it has had time to settle it makes me smell like a vanilla cupcake. I really like the Alien and Aura perfumes too. Heavenly!,5,Sephora,us
Angel,This has become my favorite go to perfume!,5,Sephora,us
Angel,"Purchased this product in 2003, I've been in love ever since .... I look for something I love more, haven't found it yet",5,Sephora,us
Angel,I was looking for a new scent and saw such high reviews decided to give it a try ... however not at all what I was looking for ..it smells very strong more like a mans colegne .. had to return it .,1,Sephora,us
Angel,"This has been my go-to perfume for more than 20 years! Definitely one that folks will comment on. But let me be clear - it is distinctive to each person depending on body chemistry. It wears all day and the dry down on me is incredible and sexy. But some others might not get the same result. It must be noted, though, that I can’t stand patchouli and, thankfully, I don’t smell the patchouli in this. Just warm musky chocolate. Angel is still my favorite!",5,Sephora,us
Angel,"Honestly, I strongly dislike this scent, it is way too spicy, too strong. the only reason I would even give it a star is because of how beautiful the bottle is.",1,Sephora,us
Angel,"I just love this fragrance.. classic. feminine. sultry. Just love it! I've been eyeing it for years now, tested at department stores and received samples. I cracked during the Sephora 3x points on fragrances and bought the 10ml travel size perfume. I will be purchasing the full size very soon as this is very likely going to become my new signature. Lasts all day long on me. I simply love this fragrance!",5,Sephora,us
Angel,"Has the best staying power of any perfume I have ever had along with Poison I wore in the 90s. It’s very strong so a little goes, a very long way. It’s a mysterious, sensual smell so more of a bar or night out perfume. Too strong for summer day or at work. Love that you can refill the bottle.",5,Sephora,us
Angel,I hate the smell of this. It smells like cheap granny parfume. I got it as a gift and I threw it out.,1,Sephora,us
Angel,"I wouldn’t give this perfume any stars if I could! It smells like someone who didn’t wear deodorant and sweat all day combined with onions. I had high hopes for this because I love notes, but they just didn’t come through in this. My dog smells better than this after she’s gotten wet in the hot and humid climate I live in. I would definitely not recommend this product, except to my stepmother.",1,Sephora,us
Angel,"Thierry Mugler created the most amazing, unique fragrance ... for a strong and confident woman !!  Deep, exotic, dirty patchouli with the decadence of chocolate, fruit, vanilla with a touch of sweet caramel.  I have worn Angel for decades (since the 1990's) and I swear they have re-formulated it to appeal to the general masses.  It just is lacking the ""punch"" and intensity of the old version.  Call me crazy, but I am an Angel ""expert"" (being one of the only EDP's I wear) I find the new Angel formulation to still smell like Angel, just lacking that insane patchouli ""punch"" that the original had.  It's still good ... it's just not mind-blowingly unforgettable as it used to be.  Will I still buy Angel ??  Yes.  It still smells unique enough to qualify as ""not mainstream"".  They should not have messed with ""perfection"".  xx",4,Sephora,us
Angel,"Beautiful lovely scent..., remember not liking it a while back a few years ago but came across it again in the ulta magazine and I said to myself ITS SMELLS So FREAKING GOOD.... different a fall/winter or even spring scent.... the notes in this are everything I smell the caramel, vanilla, honey and when it does settle down I do smell a little bit of the chocolate (a little bit of patchouli too) but in all in all this will be one of my go to scents for years to come.  ; )  recently just bought the travel size.... alien and angel muse will be next on the list",5,Sephora,us
Angel,"I love this scent, to describe it- it’s like a peppery musk with floral notes. It’s very unique. Be aware that it is very strong, so one spray should have you set. It’s pricier, but/ no matter which size you buy, it will definitely last you a long time.",5,Sephora,us
Angel,"I have never smelled any perfume like this - it's truly unique. It's rather heavy, but sweet and has a lot of character. I use the whole range - body lotion, shower gel and perfume. Wonderful product in beautiful packaging. And I LOVE that you can bring your empty bottle to Sephora and get a refill!",5,Sephora,us
Angel,"I've loved this scent for so long, but didn't feel like I was the ""perfume-type."" What a silly reason to hold back! 
It really doesn't take a lot, and while I think it smells a bit too strong at first, it quickly fades to the perfect level of subtlety. 
Angel is so warm, sexy and nuanced, and I'm thrilled to finally emulate that",5,Sephora,us
Angel,"You really have to try each scent on your skin to find out if it matches your chemistry.  This is my scent!  
The only thing I would say about this brand that I don't like  is the last two times I have ordered his parfum on line and it came with a special free gift, I never received the free gift.  I do feel that if they are going to offer, they should follow through.  I even went to the Sephora store and told them but they said there was nothing they could do.",5,Sephora,us
Angel,"Love love love this sweet but smoky fragrance. It’s so unique. What I love most about it is the lasting power. For the first time in a long time I get compliments on the scent ALL day, and I too can smell it through the day! Perfect for Fall and Winter.",5,Sephora,us
Angel,I’ve loved this perfume since my mom used to wear it when I was a kid. Received it as a sample and will definitely be buying it when it runs out. I suggest not smelling it straight from the bottle because it can be a bit strong.,5,Sephora,us
Angel,"I love this fragrance! Have been wearing it since it came out. Use the body moisturizer, their powder. They changed the fragrance slightly,",5,Sephora,us
Angel,Get ready for a migraine to happen.. It’s way too strong and women don’t wear this fragrance properly they over indulge themselves in it it’s disgusting...,1,Sephora,us
Angel,"Perfect mix of sweet and spicy...sexy, edgy, but warm. When I met my boyfriend he went CRAZY over this perfume and said he had never smelled a perfume like it. Every time I wear it, he says something and I get people asking me what perfume I’m wearing. I will never be without this perfume!!",5,Sephora,us
Angel,"This is my favorite smell. When I first got this some time ago, I was not a fan. But I decided to go back, and I'm glad I did. It's such a nice warm smell. I put a small drop on my wrists and let it warm up and that's the way to do it.",5,Sephora,us
Angel,"This is the most sexy perfume I believe I've every worn. I FEEL sexy when I where this! I love the warm notes to this. I've had a stranger stop me and ask me what I was wearing. I do wish it would wear a tad bit longer but I also buy the mini sprayer to refresh throughout the day. If you love spicy warm scents, stop in at your local Sephora and try it out. They will also give you a tester to take home with you.",5,Sephora,us
Angel,I wanted to love it.... But ended up giving it away. The sent was really strong and my husband said I smelt like a hippie.,1,Sephora,us
Angel,"I wear many scents but this is one of the 5-6 that is always in rotation.  I get so many complements on this scent, I love it and it is super unique.",5,Sephora,us
Angel,"Deep, sensual almost dark scent. I wear it daily because it doesn’t fade throughout the day. If you want something light and floral this isn’t for you. Very sexy fragrance.",5,Sephora,us
Angel,"This is my moms favorite scent.
Now when I smell it it reminds me of my mom.
Smells great. Has a warmth to it when I smell it.",5,Sephora,us
Angel,This is a staple for me!!!  Love the smell and never fails me during the course of the day.,5,Sephora,us
Angel,"Love love love!! My go to scent for summer, winter, fall. Can’t explain the scent because every person has a different chemical reaction, but this scent matches every reaction...very sexy.",5,Sephora,us
Angel,I do not like spicy scents at all.,1,Sephora,us
Angel,Very musky smelling which I hate so if you don't like musky scents don't buy.,1,Sephora,us
Angel,Great classic fragrance.   This is a must have.,5,Sephora,us
Angel,"Classic for a reason. There's a reason that Angel has endured and remains a staple in perfumeries. This fragrance is not only delicious, but it is aromatic, exotic, and warm. There's something uniquely intoxicating about the art of the inhale when you catch a whiff of Angel. And it has staying power. Notes of chocolate and the linger of musk seem to embody this scent. Highly recommended!",5,Sephora,us
Angel,"After looking for years for the right perfume that will smell good on me. I finally found it. This perfume is a classic, it smells divine. Adore it.",5,Sephora,us
Angel,"I get bored of my perfumes so easily, but this one is always at the top of my list and I don’t think I will ever get bored of it.  I love the femininity of it, yet it’s not sweet or flowery, just a very unique sexy scent.  I can wear it anywhere, day or night.",5,Sephora,us
Angel,Wonderful in the winter. A bit dramatic for summer heat. The scent lingers sensually through the day. Love it!,5,Sephora,us
Angel,"I wanted to like it, but I couldn’t put my finger on what it smelled like right away, after one week and only 3 sprays, it finally hit me. I smell like my freinds bedroom... the friend who had a pet ferret.",1,Sephora,us
Angel,"This sweet and spicy fragrance is so luxurious and sexy. Angel is for a woman with a strong opinion about the fragrance she wears. Although it's a classic, it isn't a fragrance for everyone. That's one of the lovely things about it.",5,Sephora,us
Angel,"In the 25 years since this came out, there have been hundreds (if not thousands) of fragrances built on the ""fruitchouli gourmand"" pyramid Angel created, but Angel is still in a category by itself. I deeply respect it, but don't always love it on my skin. If you think this is going to be a ""sweet candy"" scent like Pink Sugar, Fantasy, or Coco Mad, think again. It's got TONS of patchouli. Deep, camphorous, skanky patchouli. On some people, the patchouli takes backstage to the chocolate and caramel notes. On others, this fragrance is a patch bomb and isn't very sweet at all; almost smells like fruity sweaty armpits. Angel goes patch bomb on me, every time. Good thing I like patch!",4,Sephora,us
Angel,"I have been on the search for this perfume since I was 12 years old. I had got it as a gift and a friend dropped it in the girls bathroom. I couldn't recall the name of it. I'm 28 now. I got a sample of this and at first it didn't smell like anything I remembered. In my mind I was just testing out a perfume I had never tried. 20 minutes later after it had set with my ph I smelled myself and almost cried. Its the one I had so long ago! This perfume is...absolutely phenomenal, heavenly. Its warm, enticing, inviting. Its sultry but innocent. I'm extremely picky when it comes to perfume. This perfume sets the standard.",5,Sephora,us
Angel,"This perfume screams old lady- I bought it because the description and reviews were so nice. It sounded like a sweet beautiful perfume but the moment I sprayed it I was horrified. So thick and musky, definitely the worst perfume I've ever smelt. Its so bad that people won't even take mine away from me for free. :(",1,Sephora,us
Angel,"I have been wearing Angel for over 20 years and it my go to signature fragrance. Even though I love fragrances from Jo Malone, Clean, Chanel and Christian Dior, I will always come back to this.",5,Sephora,us
Angel,I love this perfume! I get so many compliments when I wear it! I first tried it when it went to Sephora and got the perfume set where you can try a few at a time. Its perfect because at the end you can get which ever one you want. I so went with this one! Would recommend to a friend!,5,Sephora,us
Angel,I LOVE THIS SCENT!!!!!! I'm a huuuge fan of like really bold scents and this is one of them I always get complimented when I wear this.,5,Sephora,us
Angel,"This perfume netted me a wife. 

OK, so I found Angel because I was working at Penguin Books and we published a book of perfume reviews from word renowned perfumers. Angel was listed as one of the best perfumes for women of all time. It was one of the first women's perfumes to mix vanilla with ambergris, it has a woody androgynous backbone. 

It was 2012 and my close friend/person I was secretly in love with and I were having lunch with a mutual friend of ours at Peanut Butter and Co in the west village. She was sitting next to me and we were both pretending that our legs were not touching under the table. She leaned in and asked me, ""What perfume are you wearing? This is the only time I'll ask."" 

We'd acknowledged our mutual attraction before, we were both dating other people. I told her I was wearing Angel by Thierry Mugler. 

""It's nice,"" she said. 

Fast forward and we've been married for five years now. This perfume is spicy and sexy and I love it. You either love it or you hate it.",5,Sephora,us
Angel,The best perfume ever!!!,5,Sephora,us
Angel,"I read in Star magazine that all the celebrities are in love with this scent so I tried it at Sephora this weekend.  Big mistake!  I sprayed this on myself once and instantly regretted it.  It is a very heavy scent that, to me, smells like a mixture of cotton candy and alcohol.  I think the only redeeming things about this scent are the bottle and that, if you happen to like this scent, it lasts a long time.",1,Sephora,us
Angel,"I bought the tiny purse spray of this fragrance for a friend. I love the scent, and so does she, but the small spray nozzle easily get clogged and squirts rather than mists the fragrance, so you do need to make sure you give it a wipe down before you use it so you don't get a jet of fragrance to the face. Otherwise a good scent and a great gift for people who want the scent but know they won't use/afford the larger ones.",4,Sephora,us
Angel,Give this a chance on your skin. It smells so intoxicating and sexy. It is a super love no lasting perfume on the skin and I love how it smells tamed down a bit. I wore it out a week ago and my watch and bracelet I had on still smells amazing. I have a super picky and sensitive nose and this doesn't bother me. One of my favorites.,5,Sephora,us
Angel,"This is offensive. I always know when someone is wearing Angel and I always wish they weren't. Although apparently popular, I would HIGHLY recommend wearing this when you aren't in a confined area with others. I truly find this repulsive and so the scent cloud is waaaaay too intense. Barf. No.",1,Sephora,us
Angel,"This perfume is the best because it's for everyone. I feel like no matter how your skin chemistry is, it will always mix well. It's that type of perfume that will mix well with any skin chemistry type. Yes the smell can be strong at first but just give it some time to sink in your skin. Trust me!",5,Sephora,us
Angel,"I approve of the new packaging.  This is a scent that smells far better on the skin than out of the bottle onto a piece of paper.  It develops it's own unique, glamorous, sweet smell on the skin, a gourmand fragrance.  Many people hate it on a cardboard slip though, myself included :)  I've only used the travel size for many years because I felt opposed to how cheap the packaging looked.  I'm happy to see that Mugler has finally updated it and I've added a full-size to my loves list and plan on buying.",5,Sephora,us
Angel,"I don't find this extremely feminine or ""delicious"" smelling, but it's just really addictive, interesting and different. It's still one of my favorites, just because it's so addictive and weird in a lovely way. Very strong and long lasting. It's provocative in a good way. Love.",5,Sephora,us
Angel,"Angel isn't a 'spray on your clothes and go' fragrance (Unless you want the sharp top note of patchouli to linger) Personally I find the patchouli too sour & spicy for my nose  so I prefer to spray on bare skin. That's where she comes alive! After 20 minutes of dry down, Angel becomes a warm, vanilla, chocolate, woodsy musk that I'm so in love with.  Angel remains to be my all time favourite scent after 20  years of habitual fragrance collecting. Give her a shot on bare skin. You won't be disappointed.",5,Sephora,us
Angel,"I have a number of scents in my collection that I adore but none more than my Angel. One of my favorite ways to wear perfume is applying it before bed. It lingers on my skin, warms up in my sheets, and makes my entire evening and sleeping experience more relaxing and enjoyable. Angel is one of my favorites for daytime and even more so for night time. It is sensual, warm, inviting, and my idea of relaxing aromatherapy. Some of my other favorites for nighttime are Elizabeth & James Bourbon,  Hanae Mori Butterfly, and Tom Ford Black Orchid. If you've never tried it, I highly recommend trying perfumes for a soothing bedtime experience.",5,Sephora,us
Angel,"I adore my Angel! I own the perfume, lotion",5,Sephora,us
Angel,"All time favorite perfume, I'm a fragrance junkie, I LOVE perfume, but this is my everyday go to, perfect, ideal,  scent!! I've been around this perfume my whole life, and every time I smell it, it just reminds me of my childhood! Beautiful staple for the rest of my life.",5,Sephora,us
Angel,"This is the only perfume I have ever worn, about 11 years and counting at this point. I have gotten compliments from so many people on it, and it's so distinct that the occasional stranger will outright ask me if I am wearing Angel. Best of all, the scent becomes your own after wearing all day and sinking into your skin. Love, love, love. Will never wear anything else!",5,Sephora,us
Angel,LOVE love love this beautiful fragrance. I use it every holiday season and always get compliments on it. Idk how anyone could think it smells bad!,5,Sephora,us
Angel,"Ehh, it could be a lot better. Once the scent sets it smells decent.",1,Sephora,us
Angel,"My Boyfriend gifted this perfume ( Came in a 3 piece set ) to me for Christmas. I had never wore anything scent wise like it before, but I am in love. It's an enchanting fragrance that delicately lingers throughout the day. I had 3 people ask me in my office what I was wearing as I usually stick to my Armani Code.. ( It's a stronger scent ). The set is cute too. ( Comes with a lotion and a shower gel .",4,Sephora,us
Angel,My signature fragrance! The most unique notes that invoke an all day or all night feeling of an allure of mystery and fun! Love it!,5,Sephora,us
Angel,"I am a huge fan of Thierry Mugler and I was excited to see a fragrance released in a dual advertising package. I was looking for something different for my fall/winter scent and I thought Angel would be it. Thank GOD I tested it in person, it smells AWFUL. It has a strong masculine scent, like someone who hasn't showered in a few days and just threw cologne on top of it. It's so sour and foul and I really wanted to like it. I even tried to smell it later on when the scent had 'settled' and it stank to high heaven. What a terrible fragrance. I love 'Alien' though.",1,Sephora,us
Angel,"Quite honestly when I first smelled this when it initally was launched, I couldn't stand it and felt bad because it bears my name. I tried it again a few years ago and let it settle and mingle with my skin and it was so wonderful. I am not found of sweet smelling scents and this one has enough of a masculine scent that works with my body chemistry. I admit, it is not for everyone, but try it and smell it on your skin 10 minutes later and you might just be surprised. I am often asked what scent I am wearing and when I tell them 'Angel' they think I am joking, since that is my name LOL!",5,Sephora,us
Angel,I've used this perfume for years. The scent lasts and actually changes throughout the day.  It's just glorious and so unique.  Nothing has ever came close to this one.,5,Sephora,us
Angel,"I have been using Angel for years, I have people walk up to me and ask what I'm wearing and where they can buy it. People that know me always say they know I'm in the room because of Angel . It's been my number one for years and many years to come.",5,Sephora,us
Angel,"There is so much hype about this perfume. I picked up a sample and gave it a spray in the air, and let me tell you it was not pleasant what so ever. I don't understand why so many people find this scent pleasing. It smells like someone who hasn't showered in weeks on end and then sprayed a musky perfume over themselves to cover up their smell. The reason I give two stars is because it is very long lasting. I sprayed it in my room and it stayed for several days no matter how many times I febreezed my room.",2,Sephora,us
Angel,"The haters of this perfume are correct: It doesn't smell great at first application or when sprayed on an inanimate object. 

The beauty of this fragrance lies in its opening on your warm skin. 

This is the fragrance I receive the most compliments on.

This is the fragrance that lasts all day.

Try it on your skin before you decide. Or leave more for us enthusiasts.",5,Sephora,us
Angel,My friend showed me this perfume and I love it. The smell lasts pretty long too. The bottle is cute and the smell is unique.,4,Sephora,us
Angel,"This is a super-sexy night perfume, plays well off the heat of your body to create that sultry experience.",4,Sephora,us
Angel,"I sprayed this in the store & couldn't stop thinking about the smell! I tried to get a Friend to buy for me for my birthday but she refused saying this smelled awful and she couldn't be responsible! lol
I just had to have the perfume but was worried about the scent being as pungent as it is, so I bought the rollerball sized sample. I'm enjoying it so far! I enjoy other woodsy perfumes like Lauren, and I have a David Yurman that this is similar to. Angel is still different than both of those and I can't stop smelling my clothes and wrists when I wear!",4,Sephora,us
Angel,Long lasting sweet thing! Been a fan in between other perfumes for over a decade,5,Sephora,us
Angel,Lasts all day and get so many compliments. I can still smell it on my clothes the next day!!! Worth the money.,5,Sephora,us
Angel,"This perfume is so different than all others... It smells amazing.. It may be strong at first. However, once it dries, it smells like heaven. People always asks what I am wearing .... This fragrance is very sexy and makes you feel sexy!!!",5,Sephora,us
Angel,Smells like the best sex you ever had!,5,Sephora,us
Angel,"I work in the sport of professional boxing, so I wanted a fragrance men would like. 
Found this in Esquire as one of top 5 fragrances men loved on girls/women in 1998. They were right & I wear it to this day. Every time I wear this on its own or with Angel lotion/oil, people stop me & I mean every time! Men at huge boxing events will politely ask about it & would I write it down, so ,they could buy it for their special lady. 
It's very unique, so I'm not surprised by negative reviews, When a perfume has no floral notes people are simply shocked & the aroma is so foreign to them that it's an assault on their senses. Look - most people love it worldwide, Angel was the first of its kind, it was groundbreaking, a complete contradiction, good girl/bad girl, chic, soft yet bold and the caramel, vanilla, patchouli etc...is mouth watering (guys find it sensual)they like what Angel started ""gourmand parfum""
 Even those who personally can't wear it often enjoy it on others. Try it before u buy it and see how it smells after 20 minutes or longer. I would do 2 full sprays and let it develop, then decide. I'm sharing my experience because I see funny reviews about it choking people smells like cat p. etc.. 
This fragrance is intended to be for ladies who can handle it, wear it, own it, eventually it becomes your signature.
Enjoy it! I am bored with floral only or sugar water wanna b's that followed Thierry Mugler.
It's in my top 3 of all time & consider it #1 - still, I do enjoy many different fragrances but this is one is one of a kind.",5,Sephora,us
Angel,"I tested this fragrance in store and was instantly drawn in by the gorgeous blue glass bottle. At first sniff, I was not a fan... the patchouli note hit me head on, it initially felt too strong and I left the store. Hours later, it had dried down and left behind a sweet, musky, perfectly balanced fragrance.. I purchased the eau de parfum and the hair mist the following week. Don't be afraid of the topnotes! Let it unfold on your skin, and you might fall in love like I did!",5,Sephora,us
Angel,"Like the title of my review says...don't judge this one too quick. I agree, the top notes are not for me. They are funky. However, when this dries down, it is AMAZINGLY sultry, seductive, sweet, sexy, and just yummy! I don't recommend making assumptions based off of smelling this after its been sprayed on one of those tester papers in the store.  You won't like it if you do that. You need to spray this on your wrist or arm, leave it for 30-60 minutes and then smell it. :) You will be AMAZED at how different this becomes. I highly recommend it for anyone looking for a sweet, warm, sultry scent for fall or winter. I can imagine myself wearing this one this fall with a cozy sweatshirt and jeans. Just love this!",5,Sephora,us
Angel,"I only sprayed it on the paper. It smelled very masculine, muddled, and heavy. Not at all ""Pure. Soft. Innocent."" I could not smell the honey, vanilla, or berries.",1,Sephora,us
Angel,"Angel is one of my top five favorite perfumes. I remember smelling it years ago on a woman and asking her what it was and I knew I had to have it. It's somewhat musky, but kind of smells powdery at the same time. There is seriously no other perfume that smells like angel. It lasts all day long I never have to reapply it. if you like fruity perfumes maybe you won't like this one, I'm not a fruity perfume person at all. I will buy this perfume forever!",5,Sephora,us
Angel,"Smells like masculine old lady perfume, the kind that you see an old lady walk by wearing and the smell makes you cough and choke. Sprayed this sample on without testing first, choked on if, and smelled bad the rest of the day, doesn't smell girly or flowery or fruity at all. Will never buy this.",1,Sephora,us
Angel,"This scent is not for me. It has a strong patchouli-type note mixed with a slightly sweet deep amber note...it smells like Halloween in a bottle. It dries down to a slightly sweet patchouli & mulch scent. I found it too strong and not feminine at all. Sorry, but there is nothing ethereal or beautiful about this Angel.",1,Sephora,us
Angel,"Got this as a tester.  Didn't like it but it did mellow out ok.  Having said that, my husband and I both feel like this smells like a men's cologne.  Not really a scent is associate with an Angel.  I feel like this is one of those where you either love it or hate it.  Not going to work for me but I appreciated the sample.",1,Sephora,us
Angel,I love this stuff! I wear it every day. Smells fresh and so amazing!,5,Sephora,us
Angel,"I wouldn't recommend this perfume to someone I hate. It is so strong it gives you a head ache, and that is with a small spray on your wrist, let alone your neck. Run far away from this product.",1,Sephora,us
Angel,"Received a free sample of this, did not like the sent at all!!",1,Sephora,us
Angel,"Angel will always be in the top 5 of my fragrance collection. I'm confused by the reviews describing it as ""mature"". The notes are sophisticated and complex. This is a truly divine scent that sets itself apart from commercial trends, ""celebrity"" scents and bubblegum fragrances. 
It's a classic in the way that *Chanel Egoiste is, IMO.

*not to be confused with Chanel Egoiste Platinum - they are nothing alike.",5,Sephora,us
Angel,"Got a sample of this with my last purchase and I'm so glad I did! This scent is so mature and delicious. I just love it, it feels like I'm being hugged in soft wings of soft and balanced fragrance. Absolutely amazing. Definitely going to look into buying a full size<3 

recommend giving this a chance for those who like more mature unisex perfumes.",5,Sephora,us
Angel,"This scent is so bad, I can only describe it as instant headache. I worked at a fragrance store for 5 years and I can handle strong scents. There's just something about this one that I hate. They usually have tester samples in magazines too that I avoid at all costs. Please try this in store before purchasing!",1,Sephora,us
Angel,I love love love this scent and everytime I wear it I get compliments! Very light scent perfect for the day,5,Sephora,us
Angel,"6-13-16
21 years strong! 
I have kept this perfume in my collection for at least 21 years,
This does not fit most women's scent. Which is one of the best reasons I love it!
Eua de parfume makes a bit difference to the Eau de Toilette!!.",5,Sephora,us
Angel,"I absolutely love this.  It is intoxicating, fresh, clean, and mature.  I love wearing this to work and and night out with my husband.  I receive so many compliments on this when I wear it.  It smells divine.",5,Sephora,us
Angel,"This smells like sweaty armpit. Yuck, but try the limited edition one, its better and sweeter and lighter.",1,Sephora,us
Angel,"This is my favorite perfume but my boyfriend can't stand it.  Also, some days it gives me headaches if I'm already a bit sensitive.  Great fragrance but not everyone can handle the smell.",4,Sephora,us
